"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","Bye","Ros %","GP","BFGTD","BPTD","TDST"
"*04oyu*","Josh Fatu","(N/A)","DL","2878","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061gp*","Olakunle Fatukasi","TB/DEN","LB","2879","FA","23","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04i9m*","Jeremy Faulk","(N/A)","DL","2880","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061e7*","Junior Faulk","(N/A)","DB","2881","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0619s*","Ali Fayad","(N/A)","LB","2883","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cjc*","Terrence Fede","(N/A)","DL","2885","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040jr*","Travis Feeney","(N/A)","LB","2886","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jip*","Jordan Fehr","(N/A)","LB","2888","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ce6*","Ego Ferguson","(N/A)","DL","2890","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oq7*","Jerod Fernandez","(N/A)","LB","2896","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03zz1*","Drew Ferris","(N/A)","LB","2898","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jlg*","Jason Ferris","(N/A)","LB","2899","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04owu*","Bryon Fields Jr.","(N/A)","DB","2900","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06187*","DaMarcus Fields","NO/WAS","DB","2901","FA","25","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0507f*","Mark Fields","(N/A)","DB","2902","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jh1*","Romeo Finley","(N/A)","LB","2905","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*001wz*","Cortland Finnegan","(N/A)","DB","2907","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rtb*","Paddy Fisher","(N/A)","LB","2908","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061h6*","Tucker Fisk","ATL","TE,DL","2909","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04p14*","Connor Flagel","(N/A)","DL","2913","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpg*","Ladell Fleming","(N/A)","LB","2917","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cmh*","Maurice Fleming","(N/A)","DB","2919","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060zl*","Cordale Flott","NYG","DB","2920","FA","21","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*061ff*","Dallis Flowers","IND","DB","2921","FA","25","HOU 32<br/>@IND 31 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*03cii*","Marquis Flowers","(N/A)","LB","2923","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jjy*","Reggie Floyd","(N/A)","DB","2927","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zsd*","Sharrif Floyd","(N/A)","DL","2928","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04gx1*","Tevin Floyd","(N/A)","LB","2929","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050d7*","Juwan Foggie","(N/A)","LB","2932","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0500q*","James Folston","(N/A)","DL,LB","2933","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0612v*","Jonathan Ford","GB","DL","2937","FA","23","DET 20<br/>@GB 16 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*05rv7*","Paris Ford","(N/A)","DB","2939","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04iwe*","Malik Foreman","(N/A)","DB","2942","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040j4*","Josh Forrest","(N/A)","LB","2943","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cgb*","Khairi Fortt","(N/A)","LB","2947","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05nf7*","Evan Foster","(N/A)","DB","2949","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026v7*","Mason Foster","(N/A)","LB","2950","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04car*","Reuben Foster","(N/A)","LB","2951","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ge*","Tomon Fox","NYG","LB","2957","FA","25","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*030b6*","A.J. Francis","(N/A)","DL","2959","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613l*","Jacobi Francis","HOU","DB","2960","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*06173*","Benjie Franklin","GB","DB","2961","FA","26","DET 20<br/>@GB 16 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04cpu*","Zach Franklin","(N/A)","DB","2965","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ojt*","Joshua Frazier","(N/A)","DL","2967","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040jl*","Kavon Frazier","(N/A)","DB","2968","FA","28","Bye","500,000","9th","0","0","","0%","1","0","0","0"
"*04mpe*","Marcell Frazier","(N/A)","DL","2969","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p18*","KeShun Freeman","(N/A)","LB","2972","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02a9g*","Jonathan Freeny","(N/A)","LB","2973","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040vc*","Christian French","(N/A)","DL","2974","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04306*","Nolan Frese","(N/A)","DL","2975","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04omd*","Chris Frey","(N/A)","LB","2976","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ovq*","Alani Fua","(N/A)","LB","2979","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061dg*","Travon Fuller","(N/A)","DB","2985","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jnn*","Kendall Futrell","CIN","DL","2989","FA","25","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*026zi*","Andrew Gachkar","(N/A)","LB","2992","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oy6*","Rico Gafford","GB","DB","2994","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03chz*","E.J. Gaines","(N/A)","DB","2995","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cf7*","Phillip Gaines","(N/A)","DB","2996","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040td*","Rohan Gaines","(N/A)","DB","2997","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d63*","Matt Galambos","(N/A)","LB","2999","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*01tyg*","Junior Galette","(N/A)","LB","3000","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05waf*","Blake Gallagher","(N/A)","LB","3001","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cn1*","Ironhead Gallon","(N/A)","DB","3002","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cqn*","Patrick Gamble","(N/A)","DL","3003","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*044xe*","Jack Gangwish","(N/A)","DL","3006","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05049*","Malik Gant","(N/A)","DB","3007","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040m8*","Jake Ganus","(N/A)","LB","3008","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061bw*","Elijah Garcia","LAR/DEN","DL","3010","FA","25","LAC 28<br/>@DEN 31 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*0506g*","Jamell Garcia-Williams","(N/A)","LB","3011","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d0b*","Jerrol Garcia-Williams","(N/A)","LB","3012","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061gr*","Don Gardner","TB","DB","3015","FA","25","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*0615i*","Ferrod Gardner","WAS","LB,DB","3016","FA","26","DAL 6<br/>@WAS 26 F","500,000","9th","0","0","","0%","0","0","0","0"
"*05jw4*","Cale Garrett","(N/A)","LB","3020","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rwh*","Chris Garrett","MIN","DL,LB","3021","FA","24","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","11","0%","1","0","0","0"
"*05rzp*","Chris Garrett","(N/A)","DL","3022","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060rt*","Haskell Garrett","(N/A)","DL","3023","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*030cn*","Terence Garvin","(N/A)","LB","3025","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04p47*","DeMarquis Gates","CHI","LB","3027","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*044em*","Warren Gatewood","(N/A)","DB","3028","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02a63*","Stafford Gatling","(N/A)","TE,LB","3030","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ogq*","Rashaan Gaulden","(N/A)","DB","3031","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040re*","Quentin Gause","(N/A)","LB","3032","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002q7*","William Gay","(N/A)","DB","3033","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04iyh*","Austin Gearing","(N/A)","DL,LB","3034","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ok7*","Clayton Geathers","(N/A)","DB","3035","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ce5*","Ben Gedeon","(N/A)","LB","3036","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0616d*","Jeremiah Gemmel","(N/A)","LB","3038","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061dr*","Allan George","CIN","DB","3040","FA","23","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*03ch0*","Jeremiah George","(N/A)","LB","3041","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061gy*","Kenneth George","(N/A)","DB","3042","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cg5*","Nathan Gerry","WAS","LB","3045","FA","28","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0618a*","Jack Gibbens","TEN","LB","3046","FA","24","TEN 16<br/>@JAX 20 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*040ub*","Deonte Gibson","TB","DL","3047","FA","30","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*013yy*","Wallace Gilberry","(N/A)","DL","3049","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpv*","Jimmie Gilbert","(N/A)","LB","3051","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ccr*","Justin Gilbert","(N/A)","DB","3052","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040sv*","Reggie Gilbert","(N/A)","LB","3053","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061cw*","Zyon Gilbert","NYG","DB","3054","FA","24","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04czc*","Kennan Gilchrist","(N/A)","LB","3055","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*026u1*","Marcus Gilchrist","BAL","DB","3056","FA","34","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*04oqv*","Greg Gilmore","(N/A)","DL","3059","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04om6*","Frank Ginda","(N/A)","LB","3060","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ceq*","Ryan Glasgow","(N/A)","DL","3064","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04k24*","Tyquwan Glass","(N/A)","DB","3066","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0506j*","Cameron Glenn","(N/A)","DB","3067","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03os6*","Jacoby Glenn","(N/A)","DB","3068","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040pj*","Antonio Glover","(N/A)","DB","3070","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d00*","Matthew Godin","(N/A)","DL","3071","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cwv*","Randall Goforth","(N/A)","DB","3073","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*045cc*","Jamal Golden","(N/A)","DB","3076","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cpw*","Malik Golden","(N/A)","DB","3077","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jmh*","Robert Golden","(N/A)","DB","3078","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*002uh*","Dashon Goldson","(N/A)","DB","3079","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rw1*","Jared Goldwire","(N/A)","DL","3080","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oik*","Senquez Golson","(N/A)","DB","3081","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0031o*","Kedric Golston","(N/A)","DL","3082","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06122*","Cameron Goode","MIA","LB","3084","FA","24","NYJ 6<br/>@MIA 11 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*02jbo*","Najee Goode","IND","LB","3085","FA","33","HOU 32<br/>@IND 31 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*0502l*","Ahmad Gooden","(N/A)","LB","3086","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zud*","Zaviar Gooden","(N/A)","LB","3087","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zvf*","Malliciah Goodman","(N/A)","DL","3089","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*060rq*","Mario Goodrich","PHI","DB","3090","FA","23","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*040gr*","B.J. Goodson","(N/A)","LB","3091","FA","29","Bye","500,000","9th","0","0","","0%","1","0","0","0"
"*03ci4*","Demetri Goodson","(N/A)","DB","3092","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06191*","Matthew Gotel","(N/A)","DL","3098","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04137*","Jarrett Grace","(N/A)","LB","3099","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cne*","Jermaine Grace","(N/A)","LB","3100","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*001hi*","Corey Graham","(N/A)","DB","3103","FA","37","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d2h*","Tyson Graham","(N/A)","DB","3106","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0614h*","Isaiah Graham-Mobley","CAR","LB","3107","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03orp*","Curtis Grant","(N/A)","LB","3110","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03okh*","Doran Grant","(N/A)","DB","3111","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rv5*","Jovan Grant","(N/A)","DB","3113","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061h0*","Nick Grant","(N/A)","DB","3114","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02ztj*","Dwayne Gratz","(N/A)","DB","3117","FA","33","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cmj*","Alex Gray","(N/A)","DB","3118","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04dqt*","Daniel Gray","(N/A)","DB","3120","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040vn*","Tyler Gray","(N/A)","LB","3127","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617t*","Vincent Gray","NO","DB","3128","FA","23","CAR 10<br/>@NO 7 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*06197*","Allie Green","(N/A)","DB","3132","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zwf*","Gerri Green","TEN/CHI","DL,LB","3134","FA","27","MIN 29<br/>@CHI 13 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*04cye*","John Green","(N/A)","DB","3135","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040qk*","Torrey Green","(N/A)","LB","3141","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02zv1*","Khaseem Greene","(N/A)","LB","3147","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ha*","Mike Greene","TB","DL","3148","FA","23","TB 17<br/>@ATL 30 F","500,000","1st","0","0","11","0%","0","0","0","0"
"*04orz*","Raven Greene","TB","DB","3149","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0619p*","Nasir Greer","(N/A)","DB","3150","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04oor*","Corey Griffin","(N/A)","DB","3155","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jsi*","Frankie Griffin","(N/A)","DB","3156","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613e*","Michael Griffin","(N/A)","DB","3157","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05rxg*","Olaijah Griffin","NYG","DB","3158","FA","24","NYG 16<br/>@PHI 22 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04mtb*","Shaquem Griffin","(N/A)","LB","3161","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040sk*","Nicholas Grigsby","(N/A)","LB","3164","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*001cx*","Brent Grimes","(N/A)","DB","3166","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03ojn*","Geneo Grissom","(N/A)","DL","3170","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03zbe*","Aaron Grymes","(N/A)","DB","3174","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*005di*","Letroy Guion","(N/A)","DL","3181","FA","35","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0611z*","Jeffrey Gunter","CIN","DL,LB","3183","FA","23","BAL 16<br/>@CIN 27 F","500,000","1st","0","0","10","0%","0","0","0","0"
"*03ozw*","LaDarius Gunter","(N/A)","DB","3184","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jcv*","Winston Guy","(N/A)","DB","3186","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03omy*","Obum Gwacham","(N/A)","DL,LB","3187","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061b2*","Devin Hafford","(N/A)","DB","3189","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jt5*","Javon Hagan","(N/A)","DB","3190","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03cdt*","RaShede Hageman","(N/A)","DL","3191","FA","32","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03p1v*","Jacob Hagen","(N/A)","DB","3192","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03onb*","Bryce Hager","(N/A)","LB","3193","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*061ez*","Troy Hairston","HOU","DL,LB","3194","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*04oww*","Grant Haley","LAR","DB","3195","FA","27","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","","0%","5","0","0","0"
"*0021u*","Tamba Hali","(N/A)","LB","3196","FA","39","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cd2*","Daeshon Hall","(N/A)","DL","3198","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040h8*","Deiondre' Hall","(N/A)","DB","3200","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04osx*","Jason Hall","(N/A)","LB,DB","3202","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*001jn*","Leon Hall","(N/A)","DB","3205","FA","38","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0503n*","Nate Hall","(N/A)","LB","3207","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ogh*","P.J. Hall","(N/A)","DL","3208","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04osa*","Reggie Hall","(N/A)","DB","3210","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504b*","Terez Hall","NE","LB","3211","FA","26","NE 23<br/>@BUF 35 F","500,000","9th","0","0","10","0%","0","0","0","0"
"*05jjc*","Tyler Hall","LAR/LV","DB","3212","FA","24","KC 31<br/>@LV 13 F","500,000","1st","0","0","6","0%","4","0","0","0"
"*061g6*","Elijah Hamilton","(N/A)","DB","3215","FA","24","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0505l*","Javien Hamilton","(N/A)","DB","3216","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04ois*","Shaun Dion Hamilton","(N/A)","LB","3219","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04zw5*","Saquan Hampton","NYJ","DB","3224","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0617m*","Matt Hankins","ATL","DB","3226","FA","24","TB 17<br/>@ATL 30 F","500,000","1st","0","0","14","0%","0","0","0","0"
"*050ei*","Terrill Hanks","(N/A)","LB","3227","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04osl*","Micah Hannemann","(N/A)","DB","3228","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613i*","Jake Hansen","HOU","LB","3231","FA","24","HOU 32<br/>@IND 31 F","500,000","1st","0","0","6","0%","0","0","0","0"
"*061el*","Aaron Hansford","(N/A)","LB","3233","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03okt*","Marcus Hardison","(N/A)","DL","3237","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0612m*","Daniel Hardy","LAR","LB","3238","FA","24","LAR 16<br/>@SEA 19 F","500,000","1st","0","0","7","0%","0","0","0","0"
"*01tqk*","Greg Hardy","(N/A)","DL","3239","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cph*","J.D. Harmon","(N/A)","DB","3242","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*03oj8*","Eli Harold","(N/A)","DL,LB","3244","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*06118*","Devin Harper","DAL","LB","3246","FA","24","DAL 6<br/>@WAS 26 F","500,000","1st","0","0","9","0%","0","0","0","0"
"*04d2b*","Jarrod Harper","(N/A)","DB","3248","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05jui*","Madre Harper","CAR","DB","3249","FA","25","CAR 10<br/>@NO 7 F","500,000","1st","0","0","9","0%","3","0","0","0"
"*002fm*","Roman Harper","(N/A)","DB","3250","FA","40","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04d2k*","Anthony Harrell","(N/A)","LB","3251","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*056p6*","Ajene Harris","(N/A)","DB","3255","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*05t8y*","Brontae Harris","(N/A)","DB","3257","FA","26","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*00340*","Chris Harris","JAX","DB","3259","FA","40","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504w*","Chuck Harris","(N/A)","DL","3261","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cqo*","Connor Harris","(N/A)","LB","3262","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040s9*","Darien Harris","(N/A)","LB","3263","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040w6*","DeVante Harris","(N/A)","DB","3266","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050lt*","Deion Harris","(N/A)","DB","3267","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04okz*","Demone Harris","HOU","DL","3268","FA","27","HOU 32<br/>@IND 31 F","500,000","1st","0","0","6","0%","3","0","0","0"
"*0504f*","Jeremiah Harris","(N/A)","DL","3273","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cvp*","Najee Harris","(N/A)","LB","3277","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04cl5*","Nigel Harris","(N/A)","LB","3278","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04676*","Tylor Harris","(N/A)","DL","3281","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040x2*","Vernon Harris","(N/A)","DB","3282","FA","28","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*02jkb*","Damon Harrison Sr.","(N/A)","DL","3283","FA","34","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04bju*","Derek Hart","(N/A)","TE,LB","3284","FA","30","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*050ej*","Montre Hartage","NYG","DB","3285","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*040nb*","Trevon Hartfield","(N/A)","DB","3286","FA","31","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0614l*","Drew Hartlaub","(N/A)","DB","3287","FA","25","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0613h*","Kolby Harvell-Peel","HOU","DB","3290","FA","23","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0506t*","Jalen Harvey","(N/A)","DB","3291","FA","27","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*0504g*","Nate Harvey","(N/A)","DL,LB","3292","FA","0","Bye","500,000","9th","0","0","","0%","0","0","0","0"
"*04chh*","Josh Harvey-Clemons","(N/A)","LB","3293","FA","29","Bye","500,000","9th","0","0","","0%","0","0","0","0"
